Tweet,Target 1,Stance 1,seen?
"Too big to fail is just one of the problems in the big banks: there are others, perhaps more troubling, such as ""too big to be prosecuted for their crimes"", ""too wealthy to be told what to do"", ""too quick to find a loophole to get around any new regulation"", ""too much political and lobbying power for a corrupt industry to have"", ""too contemptuous of the law and too interested in their own profit to have scruples about perpetrating massive fraud"", ""too full of anti-audit strategies to be found out by the auditors until years after the fraud was perpetrated"", ""too addicted to trading invisible and non-existent money and too contemptuous of actual cash"", ""too clever for their money laundering schemes to be found out.""",worker,NONE,1
Nothing like giving a device that talks to the person to a patient with schizophrenia who may believe that others are able to read their thoughts or insert thoughts into their minds. I'm sure that would help the person feel a whole lot better.,noncompete agreement,NONE,1
"Palestine should be recognized as a state when its inhabitants become more interested in statehood than in destroying a neghboring state; or as Golda put it a few decades ago, ""...when (they) begin to love their children only half as much as they hate (us) . ..""",employee right,NONE,1
"How about forgetting all this and only taxing money once. Maybe with a VAT. Why should money I ear be taxed, then the money already taxed is saved and get taxed on the earnings from the savings? Why is that fair.",veganism,NONE,1
"The success stories highlighted here seem to be away from the classroom; why is that ? Because the reward system is skewed away from the very very hard work of the great classroom teacher. I understand that the idea is to use these talented few to create more great teachers. This is not a new model, however; the status quo is largely predicated on it. Make classroom teaching as financially rewarding as staff work and you'll get there. Who stands in the door( like a George Wallace) blocking this kind if revolutionary reform? Da Teachers Unions...",income,NONE,1
"My wife was considered low risk. It was our second child, and the delivery went fine until she started bleeding after the placenta came out. After a few days in the ICU she was fine, but if she had the delivery at home she'd be dead right now. Is there a way to judge the risk of problems before labor? I have no idea. However, if something does happen during labor and delivery it'll happen fast, and wouldn't you rather be in a place that's prepared to deal with emergencies?",jail record,NONE,1
"The country is better off having two strong systems of higher education, publicly supported and private. Weakening one (under the unrealistic assumption that the monies fried up will be given to state institutions, and not the state Medicaid or roads program) is not a solution. The solution is what it has always been: wise and forward-thinking state legislators have generously funded public colleges.",capital gain,NONE,1
"I don't think it matters who is doing the work but rather, who is managing the workers and overall spending. We've seen that when things are done in-house (take the MTA, most city-run agencies) they can be an abyssmal failure). But we've also seen the same when it comes to HR and IT functions being outsourced to India, and customers are left haivng to deal with people with huge cultural differences ('yes sir...how are you sir....thank you for asking sir I am well...I can certainly help you with that sir...thank you for providing that informatino sir blah blah), and who have no ability to think but rather are solely reading lines from a manual. What matters most is the intentions of those at the very top. If management truly cares, then the job will be done well no matter what type of workers they hire. And if they don't find the right workers, then they'll keep firing the staff until they do, increasing salaries, or whatever else it takes.",smart phone addiction,NONE,1
"Actually the internest stands to make research even greater in depth more available to all on any given subject. Academic study, any research paper done today has international data avilable like never before. The internet is full of terrible information as well, undocumented, unproven and unreliable. However if used right one can learn as much with a computer and the internet as any university can teach. I have educated myself with the internet on a number of subjects I am interested in and can answer off the cuff questions regarding any of those given subjects with direct factual answers without rhetoric. If only all Americans felt the same urge to learn we as a nation would be in much better condition. ignorance is not bliss, it's anger, depression and a feeling of hopelessness Thomas McMahon Millis Ma",personal accountability,NONE,1
"The only value that a program like TFA provides is to expose privileged, upper middle class young people to the realities of how the other side lives. Hopefully, these people can take this experience with them when they go on to their gilded careers in law, banking, and politics.",farm subsidy,NONE,1
Cannabis was used in the middle east during the time of the Hebrew prophets. A Phoenician shipwreck dating from 1400 BC was found in the eastern Mediterranean with a cargo of Olive Oil and cannabis Amphoras. The Phoenicians traded with their close neighbors the Hebrews as it says in the bible - King Hiram Of Tyre traded with King Solomon for Cedars for the temple in Jerusalem. If the Phoenicians had it the Hebrews had it. It is not far fetched to assume that some of the prophets may have used cannabis to gain their insights and to help them 'connect' with God. Following that logic if you are good Christian You should consume cannabis and thus become closer to God.,regulation,NONE,1
"What isn't discussed in any of these articles is the fact that governments extend contracts not just for financial reasons or cost controls but also to allow certain 'disadvantaged' businesses such as small business, minority owned business and women owned business to gain contracts that they wouldn't have otherwise won. Whether this is deemed 'economic development' or interfering in market competition is a matter of opinion - I'm curious as to how these experts would evaluate that part of the equation.",none,NONE,1
"India does not offer 'Dual Citizenship"". It offers what is called ""Overseas Citizen of India (OCI)"" which amounts to lifetime unrestricted visa without expiration. OCI holders advantage is that they are not stopped at the exit point of the India's airport for proof of payment of income tax. OCI holders can not participate in any electoral process in India. They do not take oath of allegiance to Indian constitution when they become OCIs. They are not dual citizens in any sense. I am one of them. It allowed me to take care of my aging mother in India, and return to USA to spend time with grandchildren. There is no split loyalty.",reduce immigration,NONE,1
"These obstetricians condescendingly say they even ""have a midwife teach our residents at NewYork-Presbyterian. "" This is like the racist or homophobe who says ""I have a Black friend / Gay cousin"". These men make their living by insisting that birth requires hospitalization and surgical intervention, so their opinions are not without bias. Anyway, all three of my children - the youngest is 31 and was born at home with a nurse midwife attending- are doing nicely. Thanks for your concern, doctors.",arab muslim,NONE,1
"When I was diagnosed with HER2 breast cancer, I did considerable research on the internet, most of it highly technical articles on HER2. I was lucky to have an oncologist who respected me and my knowledge and worked with me to define my treatment. I wouldn't go to a doctor who shows contempt for patients who do their own research. As many have noted doctors are neither gods nor all knowing, and I doubt any oncologist, even a specialist in breast cancer, has time to read well more than 700 technical articles on HER2 cancer. How would they find the time? It's ten years now since my surgery and I will be forever thankful for finding a doctor who had a true interest in his patients and was able to leave his ego out of the examination room. If you happen to read this, thanks Dr. Volm.",felon,NONE,1
Seems reasonable but with a reduction in fee through a means test. And how about a CCC for appropriate deferred maintenance projects. And then how about a bigger budget from the increased tax revenues we will have from anticipated amendments to the Code.,home birth,NONE,1
"And so it continues. First, we banned alcohol, but that didn't work. So then we banned weed, and that didn't work. Now we ban cigarettes, because we still despise poor people, but since poor people drink, let's go back to using bans on alcohol to attack them.",refugee,NONE,1
"The problem is that the US needs to have a ""strong American president with a smart strategy and buy-in from the Arabs and Israelis"" to trump the Lobby. What other country lobbies to the extent that you need exceptional circumstances to overcome them? That's the problem right there. Why don't we write about the Belgian Lobby all the time? We share values with Belgium too. That doesn't mean we worry about them yanking our chains and meddling with our politics.",capital gain,NONE,1
Tips are a not-so-hidden cost of dining out. They are a slap to the customer after the bill has been presented. They are an insult to both the customer and to the server. Frankly I do not like the feeling that I am obliged to supplement the wages paid to the server so that he or she can have a decent living. That cost should be part of the cost of the meal. Wait staff are properly the employees of the restauranteur - and his responsibility.,teaching reward system,NONE,1
"Some asked what are the statistics on TFA attrition. The NYTimes article 7/12/10 offers some: 0.2 percent of teachers nationwide are TFA teachers. One study notes 85 percent of TFA teachers have left NYC schools by the fourth year. Carrie James, TFA spokeswoman, while questioning those results, herself notes few remain beyond five or six years. ""A Chosen Few Are Teaching For America"" by Michael Winerip If it is long term experience that creates a cadre of good teachers, then TFA is not doing that.",company,NONE,1
"One third of births in California are to illegal immigrants, the medical bills paid by the taxpayers, at a cost of billions of dollars a year, after which the family qualifies for welfare, food stamps, Medicaid, and subsidized housing for the next 18 years. Not exactly a formula for attracting the best and brightest.",republican party,NONE,1
"If laws like this are a good way of dealing with reality, I'll stick to reading fiction. Public schools do differentiate between students! Most schools have AP classes, gifted programs, etc. Even elementary and middle schools have talented and gifted programs and/or challenge courses. How much students care to learn also affects how much they end up learning. I'm quite confused what is good about this idea of yours as it seems to equate public education to shoe shopping. I am saddened that people are making money off these stupid ideas that you seem to be willing to propagate. Kids go to public schools and they do learn there. If parents want them to learn a competing view, have them pick up a book after school and learn some more. To ask public schools to cater to the whims of parents is more harmful than the big, bad federal government mandates you seem to fear sir.",partisan judge,NONE,1
It makes sense for healthcare and education to have special status. My family benefits directly and indirectly from these services. I receive no benefits whatever from sports. I never watch sports events on television and never attend a sporting event unless someone gives me free tickets.,home schoolers,NONE,1
"The vast majority of heroin users have first used coffee, tobacco and alcohol so I guess these are gateway drugs too. Or maybe sugar is the first gateway drug? Too much nonsense is written about marijuana leading to addiction of the harder and more dangerous drugs like alcohol.",cat,NONE,1
"I have long said that professional sports should not benefit from extra benefits in terms of tax relief of any kind. This includes cities providing any tax break or incentives to build their arenas. We, the taxpayers of San Antonio, built a domed stadium for an NFL team. We now have the white elephant downtown and we still wait for the NFL that will never come. Not that I would pay money to see them.",intestate student,NONE,1
"In my late 20s, I used to go to happy hours a few times per month related to various social or professional orgs I was part of, or just to meet with friends. Now, when I leave work around 5:30, I pick up my child from day care and head home to get dinner ready. Every single day. Ah, would that the happy hours could come again!",marbury v madison,NONE,1
"One of the main premises that Americans are used to inexpensive fruits and vegetables? Where are fruits and vegetables inexpensive? Most American families here in the West cannot afford to purchase very many $.85 oranges, apples. Beans and zucchini $1.29 lb. Broccoli and cauliflower $.89 lb., tomatoes $1.29 - 2.29, corn $.50-.75 an ear. Fruits and vegetables take a big chunk out of your food budget. I would not want to be raising a couple kids these days and trying to feed them healthy foods.",farmer paying reasonable wage,NONE,1
"Another male obstetrician with scare tactics designed to intimidate women from having their baby at home. Women with high-risk pregnancies know they need to deliver in a hospital and may need surgical intervention. Many women do not. Saying ""We can do a better job of bringing the comforts of home into a controlled birth setting"" shows he just doesn't get it. It's not about painting the walls of the delivery room a pretty color or having rocking chairs in the room. It's about informed and healthy women in control of their birth choices. Let us be clear, this guy's lifestyle is based on insisting that women deliver in hospital attended by a surgeon. So his opinion is not unbiased.",tipping culture,NONE,1
"Of all the people I have met that were home schooled I feel they fall into one of two categories: the bible college bound, and those lacking all social skills whatsoever. Thank you republicans for creating another group of Americans that will in no way be able to take my job when I'm 50 and they are 30.",tip,NONE,1
"No, legitimate health sites do not recommend self treatment for anything other than self-limiting conditions - conditions that will go away without professional care. Common colds are examples, and legitimate sites will give you symptoms to help tell the difference between a cold and a more serious condition and will invariably say if these symptoms do not go away in a week or so, consult a doctor. We should not discourage use of legitimate health sites. What we should do is to encourage medical experts to review, monitor and give feedback to sites and tell consumers which are the best ones.",vegan vegetarian diet,NONE,1
"Brazil has a long tradition with klepto politicians dating back to colonial times. The same experience is shared by neighboring Spanish speaking countries in Latin America. Impunity from prosecution, among other privileges, was the registered mark of Portuguese and Spanish colonial ruling elite The tradition was carried out by the political class after independence in the first half of 19th century. Corruption among Brazilian politicians comes from all social groups, led by the ones coming from traditional wealthy families. Paulo Salim Maluf, scion of a traditional wealthy family in Sao Paulo, is the most infamous politician in the country today. Maluf continues to hold public office despite his name posted in INTERPOL's international capture list. Popular imagination even created the verb malufar = to steal in honor of the decrepit paulista politician. Brazil case study shows corruption is widespread among politicians coming from wealthy and poor backgrounds alike. The problem is not money and social background. The problem with corruption in Brazil is a political-legal system that guarantees impunity and/or lenient sentences for public office holders. In other words, send Maluf et all to stiff jail term and the problem of corruption will be under control.",iran,NONE,1
"Israeli universities are serious academic institutions with some sports for fitness and recreation, but little in the way of organized competition. After the army, students are ready to begin real life: get a career, get married, and go to work (often while they are at college). They seem undiminished by the lack of sports in their life and their schools set an example of what American college life could be if it were cured of sports mania. Bravo for Spellman and other schools that divest from intercollegiate sport and reinvest in the education, health, and maturation of their students. Their graduates will have an edge because of it.",none,NONE,1
"My pursuit of my 'right weight' also includes a daily cardio & weightlifting routine, cycling (18-20 miles a trip), hiking (6-10 miles) and the like when I'm not in the gym, visits with my physician, a nutritionist (confirming my already stellar diet) and an endocrinologist. And here I sit still, @ a 35 BMI. There are nights I've cried myself to sleep, exhausted and sore while my body mocks my attempts to reach my 'right' BMI. And while I will likely never, ever get there, I take comfort in my fitness. Yes, FITNESS. My blood sugars are stellar, my cholesterol good, blood pressure low and resting heart rate my doctor's envy. Are all obese people this way? Of course not. But as discussed now, I would be labeled a high medical risk for 'failing to be thin' and fair game for discrimination. Tell me how these things would apply to ME, oh sage ones who think everyone is fat because they want to be.",fossil fuel,NONE,1
"Most people might as well get their news from Facebook. Why? Facebook provides no context for the news and most readers cannot provide it either. Facebook news may or may not reflect world or local truth. Traditionally, newspapers provided both news--the what, where and when--and the context--the how and why. That is disappearing. Even the NY Times does not report the religion of attackers and attacked in the Middle East. As a result, ask most Americans and they have little clue that the fighting is sectarian. Where are the facts about the free college platform the Bern has been advocating? Where is the money needed to keep college doors open? ""Who cares, just let me in for free!""",universal preschool,NONE,1
"I kind of feel that Adam from HOK is part of the problem. I'm sure it's really neat for design firms to play around with their innovative theories on open plan offices and comfortable acoustics, but they won't be working there. Here's an idea on how to create an effective work environment, build more private offices/spaces.",sport program undergraduate school,NONE,1
"i go to Aqueduct Casino often, as well as Yonkers, and i see pensioneers, and to my eye apparently people with little disposable income. the surrounding areas of these facilities don't seem to have prospered, similar to AC's situation. there's 2 casinos in local area and i think that's enough to lure those who want to gamble.",advice,NONE,1
"First, let's define capital gains. There are investments and there is gambling. 10-millisecond holding time is not investment and does not create jobs except for some overpaid Wall Street types. How about eliminating taxes on investments held for at least five years?",neutrality war,NONE,1
"May I ask. What the U.S. response will be the day a terrorist utilizes a small drone to deliver a toxin from just south of the border over to a city like El Paso Texas. The terrorist could stand in Mexico a fly a small drone with anthrax or similar agent causing great death. Yes, if I've thought of it, don't think they haven't or won't. When drones go both ways, trouble.",side effect medicine,NONE,1
The threat to kill college semi-pro sports serves the purpose of forcing the system to curb its excesses. Slashing coaches' salries to professorial levels and bringing student athletes back into the regular curriculum would be a good start. Big TV money should also be fed back into the university to support the school's academic programs rather than the other way around. The alumni can build those sports palaces that they demand and the universities could lease them the land on campus at a market rate. Alumni have more clout than the NRA but it isn't as well organized. The big games are a way these graduates can connect with the best years of their lives and that is why changes will be difficult.,overpriced airfare,NONE,1
"The subsidy programs need to be reformed, not eliminated. Tighter income/subsidy caps are needed. Programs that encourage innovation instead of requiring farmers to maintain subsidized acreages and surplus production. If we use black-and-white thinking and eliminate the entire program, the largest corporate farms will benefit. The smaller farms cannot compete against the cost efficiencies that come with scale. The health of our farms is important. Our farmers are stewards of our agricultural soils, arguably our most valuable natural resource. Let's not play politics with our land. Thoughtful reform instead of knee-jerk reactions to a system plagued with problems.",capital gain,NONE,1
"I used to teach Quantitative Reasoning. One of the databases we used to analyze was birth rate by country. That was over ten years ago, but it showed my students how high birth rates would become unsustainable in small countries without similar economic growth rates. The same countries we identified as problems back in that course are in the center of the refugee and problematic youth crises now. Just divide the birth rate (in percentage) into 70 and you get the population doubling time. How can an economically stressed country every imagine handling the doubling of its population in less than a generation? It doesn't make any sense to talk about overall wealth in the world, either, when people have no realistic prospect of any future access to it without migrating. I would try migrating too if I were in such a country.",threat,NONE,1
"The cognitive bias displayed by Mr. DuPont is disappointing in one who should know better. Focusing on the drug and not the context oversimplifies the issue. The drug war to 'actively discourage marijuana as well as other drugs' has caused much more harm than benefit. It has corrupted our police forces and brutalized our neighborhoods. Portugal decriminalized all drugs and their addiction rates have gone way down. The only 'gateway effect' of marijuana is because dealers are criminals with access to other criminal enterprises. Change the law and put unaccountable criminals out of business. To conflate childhood exposure with decriminalization is backward. As long as criminals are the dealers, the gateway to more dangerous drugs will remain more accessible for all age groups.",nation,NONE,1
"What part about the First Amendment does the Transit Authority not get? The government may not interfere with freedom of expression. No need to talk about hate speech or other governments or cultures here - we have a culture that offends others because we do not allow any one group to be beyond criticism or protest. An ideal that we do not always live up to, but one which we never cease to strive towards. Free speech is either free or not.",illegal immigration,NONE,1
"The thesis of the intro to this debate is that essays somehow free up students' thinking while the rigidity of term papers is stultifying. It's been a long time since high school and college, but I believe that all term papers begin with a thesis, much like this debate did. And the goal of a term paper is to rigorously examine all evidence supporting and conflicting with that thesis to test its validity. An essay simply puts forth a thesis and allows for a highly selective examination of evidence to support it. I truly believe the rigor of the former is essential in essential to training young minds to think clearly. Perhaps if the Tea Party members had been called upon to write term papers on economics, the nation would have preserved its credit rating and avoided our second slow-down. They would have been incapable of supporting their fiction that giving tax breaks to billionaires uplifts people the 25% of this nation who are underemployed or out of work.",bar,NONE,1
"Thanks for this article. I have had the wonderful fortune to have spent a good part of my professional life interacting with deaf-blind children and adults. All that I have learned from interacting with them supports Matthew Hertenstein's thoughts here. Touch conveys SO much. People without vision and hearing are experts in reading subtleties of touch in others. I have had to learn (and am still learning) to speak their language, and in the process have come to understand and appreciate deeply what Matthew Hertenstein means when he says that, ""Some people need other humans more than they think."" Perhaps not only some people, but all people. Touching a screen is nothing like touching another human being.",public worker,NONE,1
"People make a choice to send their kids to public school private school or to home school them. I'm all for it. I'm also all for people making a decision and living by it. No public school? No public school sports, social events, etc. Part of being an adult is knowing that making choices does not include ""all I want is all there is"".",office layout,NONE,1
"Moving the U.S. Embassy to Jerusalem is a way to tell the Palestinians that compromise is necessary if they want an independent state. Ever since 1947, the Arab world has rejected an independent Palestinian state because it has not been willing to recognize facts on the ground and make necessary concessions. Never before in history has there been an independence movement that rejected a state of its own because of a boundary dispute. There are close to 500,000 Israeli Jews living in Maale Adumim and other areas around Jerusalem. Israel cannot move them away kicking and screaming--as it did with settlers in Gaza. The Arab world has to stop making statements like the Three No's of Khartoum, which happened in 1967, and the refusal of the generous agreement that Clinton negotiated at Taba in the last moments of his presidency. Moving the Embassy to Jerusalem will tell the Palestinians that they have to compromise.",new employee,NONE,1
"""It is unworthy of excellent men to lose hours like slaves in the labour of calculation which could safely be relegated to anyone else if machines were used."" Gottfried Liebniz I looked that up on the internet. It took about 15 seconds. Would it be more beneficial had I gone to the reference section of my library? It is worthy to spend one's time sorting, organizing, analyzing and synthesizing information, unworthy to just put in time.",worker,NONE,1
"So the only other option than the status quo is 1979? I don't buy it. I was on an airline yesterday, there was no room for my 6'3"" frame and my client won't cover 1st class. There needs to be minimum seating standards, and there needs to be a trigger to require the airlines to waive baggage fees if TSA lines are longer than 45 minutes. The airlines were quick with their hands out after 9/11, they won't lift a hand now that they are fat and happy. Some regulation sounds good to me. It doesn't mean Communism, it means common sense.",sexual education,NONE,1
"The key question here is not ""are polygamists deviant?"" The key question is whether ""child abuse and exploitation of women are not inherent in polygamy,"" as the author states. Professor Banks, can you site a single existing or historical example of a society that allowed polygamy but wasn't patriarchal or didn't exploit women? You can't, because there aren't any such examples. Every shred of evidence, present and past, shows that child abuse and exploitation of women ARE inherent in polygamy.",capital gain,NONE,1
"Of course individuals with dual citizenship can be model citizens, that is until the policies of their two countries conflict. Those things don't normally happen for most people, unless they work for the government. My wife had dual citizenship, but when she began working for the U.S. Department of State she was asked to renounce the non-US one in order to get a security clearance. Back in my military career, it was common for foreign nationals to enlist, but hey did not get a Secret clearance until they became U.S. citizens and renounced their birth citizenship. That clearance was critical to becoming a non-commissioned officer or commissioned officer. Maybe the Congresswoman found out she would also lose her clearance if she kept here non-US citizenship, and that would put her seat on the House Select Committee on Intelligence in question. Just guessing there, but I wouldn't want anyone with dual citizenship - and therefore assumed dual allegiances - on any Congressional oversight committee, especially one with access to U.S. national security intelligence. Not saying the Swiss are our enemies, but I'd like a hard line drawn that is the same for the Congressional hierarchy and us lowerachy.",adult,NONE,1
"If only judges in the 1930s had loudly spoken out against fascist politicians and leaders. Now, in the 21st century, when the rule of law itself is under attack, it is their ethical duty to do so. And shame on Professor Gillers, whom I normally hold in high regard.",california bar exam,NONE,1
I suspect the real world performance of these batteries will be less than advertised. How will the Leaf do on a 95 degree summer afternoon in Houston with the a/c going full tilt and you are stuck in a freeway traffic jam for 90 minutes which frequently happens in all large cities? How will the Leaf do on -35 degree winter morning in Minneapolis and your commute is 25 miles each way and your place of work has only outdoor parking where the battery will remain well below zero and there is no recharging facility? Battery technology for the most part is stuck and until a breakthrough occurs in this area EV cars are a tiny niche.,wealthy american,NONE,1
I am curious to know what the effect would be on the economy of doing the exact opposite. Make labor income taxes very low and capital gains very high. No one has ever talked about this. Maybe because it would never work? I really don't know but would be curious to learn.,attack,NONE,1
"I think if doctors spent more than 5-10 minutes in a room with a patient, the patient would feel more comfortable that the doctor understand their history and symptoms adequately. Doctors must remember that most patients have no idea if a fever or rash is a simple virus or meningitis. I have found sites like Mayo to be very helpful in figuring out when not to call a doctor for my kids for various normal symptoms. Of course it would be best to check every time, but you can't make a doctor's appointment for every twinge. On the other hand, the internet was very helpful in successfully diagnosing myself with cholestasis during pregnancy, and my doctor was extremely reluctant to order the tests and it turned out I had it quite severely. While I am not perfect, I have experience reading journals and understanding statistics. Other people may not be as aware or able to understand trustworthy vs. untrustworthy sites. There are many problems with the internet, but you can't combine limited access to doctor with 100% ownership of information of your patients bodies.",status teacher,NONE,1
"""Spending so much time and ink on who owns high end residential real estate and the legal form in which they own it is a needless distraction"" But these owners are committing graft and serious crimes around the world. Sure, maybe they pay for a lot of firefighters, but that doesn't mean they aren't criminals laundering money through real estate. Of course, it's good business to work in real estate when you get to see a taste of millions of dollars of ill-gotten gains without having to take any responsibility. It's a waste of time and ink to make facile arguments like ""these criminals pay for the services, so they must be ok"". The Times reports are time and ink well spent.",machine,NONE,1
"Let's see: a politician; his state stands to benefit directly; he's in the VERY opposition party; the issue is oil/environment/regulation/prices/national-security/trade-deficit and he's a 21st century republican; he's talking about long-term and fossil fuels - not to be taken seriously. And just to be clear, Mr. Rep., it is republicans who every time the oil price rises, fan the flames of armageddon, including national security (sic) and the trade deficit, to support more drilling, despite evidence each time from the studies republicans commission that drilling here can not affect any of these significantly. The low hanging fruit in lowering demand, however, can have a greater effect sooner and not hurt but rather help the economy, except for the oil industry and their lackeys, and benefit in many ways that republicans don't care about (health, environment, technological edge).",none,NONE,1
"Local schools are financed almost exclusively without federal tax dollars. Therefore it does not make sense to offer a tax credit for home schooling from federal income taxes. If individual states or local governments want to offer tax credits or other incentives for home schooling, that would be appropriate, since it is mostly from state income or local property taxes that most schools are funded. In my opinion, though, they shouldn't. If you offer tax credits to home schooling parents, surely you will also want to offer tax credits to parents of private school students, and families with no school age children too, for that matter. By the time you are done, you don't have tax credits any more, you essentially have an additional tax paid only by families with children enrolled in public schools. Why not just get rid of public schools all together and only have private schooling?",national security,NONE,1
"And do, I a parent who does not think the public schools are right for my kids get a tax break on private schools? What is the difference? If states want to provide a curriculum and resources to families in the state to use for education in lieu of public schools (as one commenter seems to suggest Alaska does) that makes sense to me. A tax break: no!",immigration,NONE,1
"discussions like this are largely moot. the early states into the recreational market have surfaced and are working to solve the various (relatively minor) social consequences of full legalization; nationally, the social acceptance of fully legalized marijuana is increasing annually. as with other liberal trends of the past several decades, the outcome here is clear: eventual full legalization in most states. the drag here is federal drug and banking policy, which is sustained by conservative congressional sentiment. so what? another decade of laissez aller executive orders by a democratic administration will make it clear to everyone that there is very little to fear from marijuana the psychotropic -- once the problem of marijuana the illegal product is eliminated.",growth rate,NONE,1
"Just what we need in this country, more recreation areas for the rich. Let's make sure the fees are raised enough to keep out the riff raff. Then we can put in an airport for the private planes of the rich. Hey, how about a Trump Tower in Yosemite? I'm sure Donald would go for it.",capital gain,NONE,1
There are a lot of reasons that revenue stays in the US regardless of the tax rate on capital gains. The stability of the government and protections from governmental nationalization are one large reason. The military strength of the country eliminates the thought of a takeover which would change potential ownership of ones own wealth. This is why the rich periodically call for amnesty (money not immigration) to bring their foreign wealth home to the US. That is because it is safer here. The rich's desire to return to feudalism where the poor carry the full burden of Government expense. Why is interest and dividend income less taxable than a workers paycheck? We fight many of our wars to protect the investments and projects of one or another rich group or company. It only makes sense that the rich contribute to the upkeep and maintenance of the country. I guess it really is hard to appreciate a five star meal when you know the poor are still eating something. It just isn't that satisfying.,beachfront home,NONE,1
"I went to an art event this Summer, and over the course of the evening, each of the three women I wished to meet was walking down the street in the midst of the crowd, staring down at her Iphone, oblivious...",assad,NONE,1
"I, too, qualify for Irish citizenship. The only problem I have with it is my shared experiences are American. I am more like italian catholic jewish indian bostonians houstonians than anyone in Ireland, though Ireland be the source of wit and stoicism, etc. When I traveled extensively, I felt it wrong to be 'Irish.' I do love things Irish- music, poetry etc--but I am American. Our citizenship is precious. So, is Irish citizenship. Apart from vanity, I had and have no reason to have the Irish passport, nor does Ms Bachmann, a would be President",restaurant tip insult,NONE,1
"No imagination here. All electricity could be locally generated and distributed. Overnight charging will be very simple. Most shoppers and commuters and soccer moms will find the electric sedan more than practical, and it could be fashionably stylish too. All the grumpy nay-sayers are simply parrotting the same old same old from oil companies and auto manufacturers who only want to build freeway cruising muscle cars. We be smarter than them!",algebra,NONE,1
"Nah. Most of our driving is only short distances. Spur of the moment decisions to go from SF to LA only happen in the movies. Look at golf courses and retirement communities. The electric cart has almost completely replaced the old gas cart. Sweet quietude and fast charging stations make the difference. Soon no body will want the smelly, costly, breakdown prone gas guzzlers that Detroit wants to make. As used cars they will soon be all junk while electrics sail along and along and along.",cat,NONE,1
"This nation was born largely because of a rebellion against taxation without representation. So: if an entire class of citizens is going to be disenfranchised, then it seems to me that they should also be exempted from paying taxes. Fair's fair.",undocumented immigrant,NONE,1
"I'm amazed that so many of the comments on this piece seem to be comparing the usefulness of cursive to other forms of handwriting. I think this ignores the larger point, which is that hand-written print is largely dead outside of school. Any significant time spent learning or practicing handwriting instead of, say, critical thinking skills or grammatical structure is wasted in my opinion. Today's students are not going to write on the job. They're going to use a computer. And if anything we should be spending *more* time teaching them to use said computer instead of learning how to write things long hand--a skill which they will never use.",drug abuse result addictive personality,NONE,1
"All the people who decry inequity and blame the 1% for the country's ills ought to focus on eliminating gambling. The participants are generally poorer, less educated, and perhaps unaware of the odds. Why should the state sanction this type of activity? Liberals (and some conservatives) love gambling because it is a new hidden tax. The money rarely has much impact on what it is sold to help. ""All the money goes to education"" means whatever education gets from the lottery the state reduces in other aid. Suddenly new money to spend on winning votes. If you care about inequity, start with limiting or ending gambling!",restaurant,NONE,1
I have been angry for many years that most scientific breakthroughs are the result of Federal funding but the US Gov't and Taxpayers are never patent holders. The system is crooked and rigged in favor of avaricious lawyers and their corporate clients (are there any other kind?).,real food,NONE,1
"Of course the YPG have been coordinating with the Russians, so has the United States! Moderate rebels? Seriously? Just because the Rebels opposing the Syrian Democratic Forces are backed by Turkey does that make them moderate? The Kurdish led coalition with Arabs and Syriac-Assyrians want to create a secular democracy within the borders of an autonomous region in a land otherwise ruled by terror. Is that such a bad thing? The whole point of war is to seize territory from those that are trying to kill you. Always has been all ways will. Two years ago the Kurds were almost pushed outside the borders of Syria and faced genocide, they will not let that happen again. I see you are a writer for Ak am Dail which is a Turk Government publication. I was going to take this piece seriously but I think your credentials speak for themselves.",job creation,NONE,1
Almost exactly 50 years ago today we had the March on Washington. A great moment in non-violence. Did we learn nothing? We should bomb the people who are being gassed? IF there was a way to extract Assad and have him stand trail for war crimes I would be all for it. To pour more violence into the region does not make sense to me. That said I do not know what the answer is.,universal healthcare health care,NONE,1
"This is America, and we should not give in to political correctness to appease these fanatical Muslim thugs. If someone can burn the flag with impunity, show a crucifix dipped in urine, stage plays making fun on Catholics, deny the Holocaust, then he or she can burn a religious text. And the Muslims who seek to live in this country had better get used to it. Will the ACLU, that intrepid defender of left-wing and Muslim civil liberties, take up this case? I doubt it.",partisan supreme court justice,NONE,1
"He seems not to understand or care about the damage done without accountability to the regulations, i.e. he's got the trust, but forgotten the verify. Without verification, regulations don't matter very much. With verification, inspection etc, you have something; without you'll just get cheating regardless of the regulations. What we need is more inspectors and independent verification regimes - funded by the industries involved.",happy hour,NONE,1
"From the Ocean State, with a few beaches here of our own, and laws protecting rights of way to the shoreline dating back to colonial times, we must not let money dictate access. I see obscene sums of money thrown at efforts to overthrow ancient public access rights. Every rich out of towner shows up, buys property that has allowed public access of one kind or another for centuries, and then does their damnedest to change the rules. Hey pal, you're a smart guy, you knew what you were buying! On the other hand, I think members of the public should respect the adjacent property owners by keeping litter, noise and nuisance to a minimum. The only thing that I know that can close a beach to access here is piping plovers hatching.",workplace,NONE,1
"It would appear that the Republicans are saying since the public school system has failed its students, the solution is to let these same students teach their own children, rather than send them to public school. With what training will they be able to accomplish this task? As a college professor, I am routinely appalled at the writing ability and general innumeracy of my otherwise bright students. Public education needs stronger support; a tax break for home schooling solves nothing. How can we train twenty parents to do a better job than one professional?",daesh al queda,NONE,1
